read_id	fold
chimera_1_A9831-10051_B14983-15061_MH0_221961_222372_0:0:0_0:0:0_18c0/1	4
chimera_1_A9831-10051_B14983-15061_MH0_221961_222372_0:0:0_0:0:0_18c0/2	4
chimera_1_A9831-10051_B14983-15061_MH0_221975_222351_0:0:0_0:0:0_1293/1	4
chimera_1_A9831-10051_B14983-15061_MH0_221975_222351_0:0:0_0:0:0_1293/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222011_222437_0:0:0_0:0:0_bbe/1	2
chimera_1_A9831-10051_B14983-15061_MH0_222011_222437_0:0:0_0:0:0_bbe/2	2
chimera_1_A9831-10051_B14983-15061_MH0_222195_222725_0:0:0_0:0:0_cec/1	1
chimera_1_A9831-10051_B14983-15061_MH0_222195_222725_0:0:0_0:0:0_cec/2	1
chimera_1_A9831-10051_B14983-15061_MH0_222235_222698_0:0:0_0:0:0_696/1	3
chimera_1_A9831-10051_B14983-15061_MH0_222235_222698_0:0:0_0:0:0_696/2	3
chimera_1_A9831-10051_B14983-15061_MH0_222239_222831_0:0:0_0:0:0_191a/1	3
chimera_1_A9831-10051_B14983-15061_MH0_222239_222831_0:0:0_0:0:0_191a/2	3
chimera_1_A9831-10051_B14983-15061_MH0_222244_222793_0:0:0_0:0:0_1713/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222244_222793_0:0:0_0:0:0_1713/2	0
chimera_1_A9831-10051_B14983-15061_MH0_22226_22646_0:0:0_0:0:0_f13/1	4
chimera_1_A9831-10051_B14983-15061_MH0_22226_22646_0:0:0_0:0:0_f13/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222270_222799_0:0:0_0:0:0_f76/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222270_222799_0:0:0_0:0:0_f76/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222276_222832_0:0:0_0:0:0_18fd/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222276_222832_0:0:0_0:0:0_18fd/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222278_222829_0:0:0_0:0:0_1b3d/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222278_222829_0:0:0_0:0:0_1b3d/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222280_222798_0:0:0_0:0:0_12df/1	2
chimera_1_A9831-10051_B14983-15061_MH0_222280_222798_0:0:0_0:0:0_12df/2	2
chimera_1_A9831-10051_B14983-15061_MH0_222286_222770_0:0:0_0:0:0_1f7c/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222286_222770_0:0:0_0:0:0_1f7c/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222291_222734_0:0:0_0:0:0_1cad/1	1
chimera_1_A9831-10051_B14983-15061_MH0_222291_222734_0:0:0_0:0:0_1cad/2	1
chimera_1_A9831-10051_B14983-15061_MH0_222291_222770_0:0:0_0:0:0_1527/1	2
chimera_1_A9831-10051_B14983-15061_MH0_222291_222770_0:0:0_0:0:0_1527/2	2
chimera_1_A9831-10051_B14983-15061_MH0_222299_222823_0:0:0_0:0:0_d8b/1	1
chimera_1_A9831-10051_B14983-15061_MH0_222299_222823_0:0:0_0:0:0_d8b/2	1
chimera_1_A9831-10051_B14983-15061_MH0_222309_222833_0:0:0_0:0:0_b98/1	2
chimera_1_A9831-10051_B14983-15061_MH0_222309_222833_0:0:0_0:0:0_b98/2	2
chimera_1_A9831-10051_B14983-15061_MH0_222317_222828_0:0:0_0:0:0_852/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222317_222828_0:0:0_0:0:0_852/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222320_222831_0:0:0_0:0:0_1c0f/1	1
chimera_1_A9831-10051_B14983-15061_MH0_222320_222831_0:0:0_0:0:0_1c0f/2	1
chimera_1_A9831-10051_B14983-15061_MH0_222352_222779_0:0:0_0:0:0_15cc/1	1
chimera_1_A9831-10051_B14983-15061_MH0_222352_222779_0:0:0_0:0:0_15cc/2	1
chimera_1_A9831-10051_B14983-15061_MH0_22238_22719_0:0:0_0:0:0_1326/1	4
chimera_1_A9831-10051_B14983-15061_MH0_22238_22719_0:0:0_0:0:0_1326/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222532_223063_0:0:0_0:0:0_1ce5/1	2
chimera_1_A9831-10051_B14983-15061_MH0_222532_223063_0:0:0_0:0:0_1ce5/2	2
chimera_1_A9831-10051_B14983-15061_MH0_222547_223102_0:0:0_0:0:0_135e/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222547_223102_0:0:0_0:0:0_135e/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222547_223106_0:0:0_0:0:0_699/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222547_223106_0:0:0_0:0:0_699/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222564_223103_0:0:0_0:0:0_1e5f/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222564_223103_0:0:0_0:0:0_1e5f/2	4
chimera_1_A9831-10051_B14983-15061_MH0_22256_22722_0:0:0_0:0:0_11f0/1	0
chimera_1_A9831-10051_B14983-15061_MH0_22256_22722_0:0:0_0:0:0_11f0/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222571_223073_0:0:0_0:0:0_1faa/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222571_223073_0:0:0_0:0:0_1faa/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222584_223134_0:0:0_0:0:0_6f/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222584_223134_0:0:0_0:0:0_6f/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222584_223164_0:0:0_0:0:0_11ba/1	3
chimera_1_A9831-10051_B14983-15061_MH0_222584_223164_0:0:0_0:0:0_11ba/2	3
chimera_1_A9831-10051_B14983-15061_MH0_222596_223098_0:0:0_0:0:0_19a0/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222596_223098_0:0:0_0:0:0_19a0/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222632_223025_0:0:0_0:0:0_24c5/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222632_223025_0:0:0_0:0:0_24c5/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222637_223120_0:0:0_0:0:0_209f/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222637_223120_0:0:0_0:0:0_209f/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222663_223146_0:0:0_0:0:0_241e/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222663_223146_0:0:0_0:0:0_241e/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222864_223358_0:0:0_0:0:0_1458/1	2
chimera_1_A9831-10051_B14983-15061_MH0_222864_223358_0:0:0_0:0:0_1458/2	2
chimera_1_A9831-10051_B14983-15061_MH0_222871_223424_0:0:0_0:0:0_a33/1	1
chimera_1_A9831-10051_B14983-15061_MH0_222871_223424_0:0:0_0:0:0_a33/2	1
chimera_1_A9831-10051_B14983-15061_MH0_222886_223475_0:0:0_0:0:0_c77/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222886_223475_0:0:0_0:0:0_c77/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222907_223372_0:0:0_0:0:0_1b8e/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222907_223372_0:0:0_0:0:0_1b8e/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222914_223435_0:0:0_0:0:0_267/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222914_223435_0:0:0_0:0:0_267/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222948_223497_0:0:0_0:0:0_10fd/1	4
chimera_1_A9831-10051_B14983-15061_MH0_222948_223497_0:0:0_0:0:0_10fd/2	4
chimera_1_A9831-10051_B14983-15061_MH0_222974_223490_0:0:0_0:0:0_24b4/1	0
chimera_1_A9831-10051_B14983-15061_MH0_222974_223490_0:0:0_0:0:0_24b4/2	0
chimera_1_A9831-10051_B14983-15061_MH0_222996_223471_0:0:0_0:0:0_e6c/1	3
chimera_1_A9831-10051_B14983-15061_MH0_222996_223471_0:0:0_0:0:0_e6c/2	3
chimera_1_A9831-10051_B14983-15061_MH0_223023_223503_0:0:0_0:0:0_1a0c/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223023_223503_0:0:0_0:0:0_1a0c/2	1
chimera_1_A9831-10051_B14983-15061_MH0_22303_22725_0:0:0_0:0:0_1b28/1	0
chimera_1_A9831-10051_B14983-15061_MH0_22303_22725_0:0:0_0:0:0_1b28/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223209_223723_0:0:0_0:0:0_18f/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223209_223723_0:0:0_0:0:0_18f/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223215_223741_0:0:0_0:0:0_1f57/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223215_223741_0:0:0_0:0:0_1f57/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223219_223708_0:0:0_0:0:0_1dbc/1	4
chimera_1_A9831-10051_B14983-15061_MH0_223219_223708_0:0:0_0:0:0_1dbc/2	4
chimera_1_A9831-10051_B14983-15061_MH0_223236_223798_0:0:0_0:0:0_137c/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223236_223798_0:0:0_0:0:0_137c/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223249_223748_0:0:0_0:0:0_12a7/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223249_223748_0:0:0_0:0:0_12a7/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223256_223693_0:0:0_0:0:0_1da0/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223256_223693_0:0:0_0:0:0_1da0/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223265_223747_0:0:0_0:0:0_dd1/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223265_223747_0:0:0_0:0:0_dd1/2	1
chimera_1_A9831-10051_B14983-15061_MH0_223266_223801_0:0:0_0:0:0_cd7/1	3
chimera_1_A9831-10051_B14983-15061_MH0_223266_223801_0:0:0_0:0:0_cd7/2	3
chimera_1_A9831-10051_B14983-15061_MH0_223271_223801_0:0:0_0:0:0_78/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223271_223801_0:0:0_0:0:0_78/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223317_223808_0:0:0_0:0:0_21e5/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223317_223808_0:0:0_0:0:0_21e5/2	1
chimera_1_A9831-10051_B14983-15061_MH0_223322_223793_0:0:0_0:0:0_264a/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223322_223793_0:0:0_0:0:0_264a/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223335_223761_0:0:0_0:0:0_2186/1	4
chimera_1_A9831-10051_B14983-15061_MH0_223335_223761_0:0:0_0:0:0_2186/2	4
chimera_1_A9831-10051_B14983-15061_MH0_223336_223851_0:0:0_0:0:0_1a15/1	4
chimera_1_A9831-10051_B14983-15061_MH0_223336_223851_0:0:0_0:0:0_1a15/2	4
chimera_1_A9831-10051_B14983-15061_MH0_223342_223776_0:0:0_0:0:0_e6/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223342_223776_0:0:0_0:0:0_e6/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223345_223813_0:0:0_0:0:0_2467/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223345_223813_0:0:0_0:0:0_2467/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223349_223836_0:0:0_0:0:0_d43/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223349_223836_0:0:0_0:0:0_d43/2	1
chimera_1_A9831-10051_B14983-15061_MH0_223357_223778_0:0:0_0:0:0_1da3/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223357_223778_0:0:0_0:0:0_1da3/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223546_224045_0:0:0_0:0:0_1356/1	3
chimera_1_A9831-10051_B14983-15061_MH0_223546_224045_0:0:0_0:0:0_1356/2	3
chimera_1_A9831-10051_B14983-15061_MH0_223568_224052_0:0:0_0:0:0_62b/1	3
chimera_1_A9831-10051_B14983-15061_MH0_223568_224052_0:0:0_0:0:0_62b/2	3
chimera_1_A9831-10051_B14983-15061_MH0_223596_224043_0:0:0_0:0:0_af0/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223596_224043_0:0:0_0:0:0_af0/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223598_224143_0:0:0_0:0:0_402/1	4
chimera_1_A9831-10051_B14983-15061_MH0_223598_224143_0:0:0_0:0:0_402/2	4
chimera_1_A9831-10051_B14983-15061_MH0_223608_224092_0:0:0_0:0:0_941/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223608_224092_0:0:0_0:0:0_941/2	1
chimera_1_A9831-10051_B14983-15061_MH0_223610_224116_0:0:0_0:0:0_1485/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223610_224116_0:0:0_0:0:0_1485/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223615_224181_0:0:0_0:0:0_a50/1	4
chimera_1_A9831-10051_B14983-15061_MH0_223615_224181_0:0:0_0:0:0_a50/2	4
chimera_1_A9831-10051_B14983-15061_MH0_223661_224143_0:0:0_0:0:0_162d/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223661_224143_0:0:0_0:0:0_162d/2	1
chimera_1_A9831-10051_B14983-15061_MH0_223890_224433_0:0:0_0:0:0_564/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223890_224433_0:0:0_0:0:0_564/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223911_224394_0:0:0_0:0:0_2fd/1	4
chimera_1_A9831-10051_B14983-15061_MH0_223911_224394_0:0:0_0:0:0_2fd/2	4
chimera_1_A9831-10051_B14983-15061_MH0_223921_224417_0:0:0_0:0:0_2f3/1	1
chimera_1_A9831-10051_B14983-15061_MH0_223921_224417_0:0:0_0:0:0_2f3/2	1
chimera_1_A9831-10051_B14983-15061_MH0_223935_224389_0:0:0_0:0:0_12c7/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223935_224389_0:0:0_0:0:0_12c7/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223940_224484_0:0:0_0:0:0_1d03/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223940_224484_0:0:0_0:0:0_1d03/2	0
chimera_1_A9831-10051_B14983-15061_MH0_223967_224424_0:0:0_0:0:0_14a6/1	2
chimera_1_A9831-10051_B14983-15061_MH0_223967_224424_0:0:0_0:0:0_14a6/2	2
chimera_1_A9831-10051_B14983-15061_MH0_223991_224462_0:0:0_0:0:0_13c1/1	0
chimera_1_A9831-10051_B14983-15061_MH0_223991_224462_0:0:0_0:0:0_13c1/2	0
chimera_1_A9831-10051_B14983-15061_MH0_224006_224502_0:0:0_0:0:0_176f/1	2
chimera_1_A9831-10051_B14983-15061_MH0_224006_224502_0:0:0_0:0:0_176f/2	2
chimera_1_A9831-10051_B14983-15061_MH0_224015_224463_0:0:0_0:0:0_2461/1	3
chimera_1_A9831-10051_B14983-15061_MH0_224015_224463_0:0:0_0:0:0_2461/2	3
chimera_1_A9831-10051_B14983-15061_MH0_224026_224492_0:0:0_0:0:0_2547/1	1
chimera_1_A9831-10051_B14983-15061_MH0_224026_224492_0:0:0_0:0:0_2547/2	1
chimera_1_A9831-10051_B14983-15061_MH0_224215_224719_0:0:0_0:0:0_12dc/1	1
chimera_1_A9831-10051_B14983-15061_MH0_224215_224719_0:0:0_0:0:0_12dc/2	1
chimera_1_A9831-10051_B14983-15061_MH0_224215_224792_0:0:0_0:0:0_1c67/1	0
chimera_1_A9831-10051_B14983-15061_MH0_224215_224792_0:0:0_0:0:0_1c67/2	0
chimera_1_A9831-10051_B14983-15061_MH0_224221_224779_0:0:0_0:0:0_be8/1	0
chimera_1_A9831-10051_B14983-15061_MH0_224221_224779_0:0:0_0:0:0_be8/2	0
chimera_1_A9831-10051_B14983-15061_MH0_224223_224814_0:0:0_0:0:0_1530/1	4
chimera_1_A9831-10051_B14983-15061_MH0_224223_224814_0:0:0_0:0:0_1530/2	4
chimera_1_A9831-10051_B14983-15061_MH0_224250_224764_0:0:0_0:0:0_2116/1	4
chimera_1_A9831-10051_B14983-15061_MH0_224250_224764_0:0:0_0:0:0_2116/2	4
chimera_1_A9831-10051_B14983-15061_MH0_224267_224800_0:0:0_0:0:0_f8f/1	3
chimera_1_A9831-10051_B14983-15061_MH0_224267_224800_0:0:0_0:0:0_f8f/2	3
chimera_1_A9831-10051_B14983-15061_MH0_224276_224756_0:0:0_0:0:0_c38/1	0
chimera_1_A9831-10051_B14983-15061_MH0_224276_224756_0:0:0_0:0:0_c38/2	0
chimera_1_A9831-10051_B14983-15061_MH0_224308_224852_0:0:0_0:0:0_2125/1	1
chimera_1_A9831-10051_B14983-15061_MH0_224308_224852_0:0:0_0:0:0_2125/2	1
chimera_1_A9831-10051_B14983-15061_MH0_224335_224822_0:0:0_0:0:0_1d6b/1	3
chimera_1_A9831-10051_B14983-15061_MH0_224335_224822_0:0:0_0:0:0_1d6b/2	3
chimera_1_A9831-10051_B14983-15061_MH0_224336_224815_0:0:0_0:0:0_9d6/1	4
chimera_1_A9831-10051_B14983-15061_MH0_224336_224815_0:0:0_0:0:0_9d6/2	4
chimera_1_A9831-10051_B14983-15061_MH0_224339_224842_0:0:0_0:0:0_2698/1	0
chimera_1_A9831-10051_B14983-15061_MH0_224339_224842_0:0:0_0:0:0_2698/2	0
chimera_1_A9831-10051_B14983-15061_MH0_224368_224822_0:0:0_0:0:0_2f0/1	3
chimera_1_A9831-10051_B14983-15061_MH0_224368_224822_0:0:0_0:0:0_2f0/2	3
chimera_1_A9831-10051_B14983-15061_MH0_224370_224767_0:0:0_0:0:0_40b/1	2
chimera_1_A9831-10051_B14983-15061_MH0_224370_224767_0:0:0_0:0:0_40b/2	2
chimera_1_A9831-10051_B14983-15061_MH0_224550_225046_0:0:0_0:0:0_2485/1	4
chimera_1_A9831-10051_B14983-15061_MH0_224550_225046_0:0:0_0:0:0_2485/2	4
chimera_1_A9831-10051_B14983-15061_MH0_224569_225075_0:0:0_0:0:0_1fae/1	3
chimera_1_A9831-10051_B14983-15061_MH0_224569_225075_0:0:0_0:0:0_1fae/2	3
chimera_1_A9831-10051_B14983-15061_MH0_224624_225087_0:0:0_0:0:0_8aa/1	0
chimera_1_A9831-10051_B14983-15061_MH0_224624_225087_0:0:0_0:0:0_8aa/2	0
chimera_1_A9831-10051_B14983-15061_MH0_224701_225128_0:0:0_0:0:0_280/1	1
chimera_1_A9831-10051_B14983-15061_MH0_224701_225128_0:0:0_0:0:0_280/2	1
chimera_1_A9831-10051_B14983-15061_MH0_224942_225447_0:0:0_0:0:0_e00/1	3
chimera_1_A9831-10051_B14983-15061_MH0_224942_225447_0:0:0_0:0:0_e00/2	3
chimera_1_A9831-10051_B14983-15061_MH0_224951_225415_0:0:0_0:0:0_22a4/1	4
chimera_1_A9831-10051_B14983-15061_MH0_224951_225415_0:0:0_0:0:0_22a4/2	4
chimera_1_A9831-10051_B14983-15061_MH0_224958_225445_0:0:0_0:0:0_215/1	2
chimera_1_A9831-10051_B14983-15061_MH0_224958_225445_0:0:0_0:0:0_215/2	2
chimera_1_A9831-10051_B14983-15061_MH0_224959_225447_0:0:0_0:0:0_648/1	1
chimera_1_A9831-10051_B14983-15061_MH0_224959_225447_0:0:0_0:0:0_648/2	1
chimera_1_A9831-10051_B14983-15061_MH0_224970_225516_0:0:0_0:0:0_d4f/1	4
chimera_1_A9831-10051_B14983-15061_MH0_224970_225516_0:0:0_0:0:0_d4f/2	4
chimera_1_A9831-10051_B14983-15061_MH0_224999_225535_0:0:0_0:0:0_19f5/1	0
chimera_1_A9831-10051_B14983-15061_MH0_224999_225535_0:0:0_0:0:0_19f5/2	0
chimera_1_A9831-10051_B14983-15061_MH0_225015_225492_0:0:0_0:0:0_fc7/1	3
chimera_1_A9831-10051_B14983-15061_MH0_225015_225492_0:0:0_0:0:0_fc7/2	3
chimera_1_A9831-10051_B14983-15061_MH0_22502_23072_0:0:0_0:0:0_1e32/1	1
chimera_1_A9831-10051_B14983-15061_MH0_22502_23072_0:0:0_0:0:0_1e32/2	1
chimera_1_A9831-10051_B14983-15061_MH0_225048_225466_0:0:0_0:0:0_26d9/1	3
chimera_1_A9831-10051_B14983-15061_MH0_225048_225466_0:0:0_0:0:0_26d9/2	3
chimera_1_A9831-10051_B14983-15061_MH0_225232_225754_0:0:0_0:0:0_1f4a/1	3
chimera_1_A9831-10051_B14983-15061_MH0_225232_225754_0:0:0_0:0:0_1f4a/2	3
chimera_1_A9831-10051_B14983-15061_MH0_225278_225734_0:0:0_0:0:0_1e5b/1	0
chimera_1_A9831-10051_B14983-15061_MH0_225278_225734_0:0:0_0:0:0_1e5b/2	0
chimera_1_A9831-10051_B14983-15061_MH0_22527_22979_0:0:0_0:0:0_75a/1	0
chimera_1_A9831-10051_B14983-15061_MH0_22527_22979_0:0:0_0:0:0_75a/2	0
chimera_1_A9831-10051_B14983-15061_MH0_225280_225793_0:0:0_0:0:0_a75/1	2
chimera_1_A9831-10051_B14983-15061_MH0_225280_225793_0:0:0_0:0:0_a75/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225280_225814_0:0:0_0:0:0_203e/1	4
chimera_1_A9831-10051_B14983-15061_MH0_225280_225814_0:0:0_0:0:0_203e/2	4
chimera_1_A9831-10051_B14983-15061_MH0_225313_225732_0:0:0_0:0:0_edb/1	0
chimera_1_A9831-10051_B14983-15061_MH0_225313_225732_0:0:0_0:0:0_edb/2	0
chimera_1_A9831-10051_B14983-15061_MH0_22533_23032_0:0:0_0:0:0_697/1	2
chimera_1_A9831-10051_B14983-15061_MH0_22533_23032_0:0:0_0:0:0_697/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225359_225858_0:0:0_0:0:0_17c7/1	4
chimera_1_A9831-10051_B14983-15061_MH0_225359_225858_0:0:0_0:0:0_17c7/2	4
chimera_1_A9831-10051_B14983-15061_MH0_225571_226130_0:0:0_0:0:0_d5f/1	2
chimera_1_A9831-10051_B14983-15061_MH0_225571_226130_0:0:0_0:0:0_d5f/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225593_226144_0:0:0_0:0:0_2311/1	2
chimera_1_A9831-10051_B14983-15061_MH0_225593_226144_0:0:0_0:0:0_2311/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225603_226161_0:0:0_0:0:0_155d/1	2
chimera_1_A9831-10051_B14983-15061_MH0_225603_226161_0:0:0_0:0:0_155d/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225621_226185_0:0:0_0:0:0_12e3/1	2
chimera_1_A9831-10051_B14983-15061_MH0_225621_226185_0:0:0_0:0:0_12e3/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225657_226143_0:0:0_0:0:0_21b8/1	0
chimera_1_A9831-10051_B14983-15061_MH0_225657_226143_0:0:0_0:0:0_21b8/2	0
chimera_1_A9831-10051_B14983-15061_MH0_225703_226196_0:0:0_0:0:0_1474/1	4
chimera_1_A9831-10051_B14983-15061_MH0_225703_226196_0:0:0_0:0:0_1474/2	4
chimera_1_A9831-10051_B14983-15061_MH0_225715_226202_0:0:0_0:0:0_9d0/1	0
chimera_1_A9831-10051_B14983-15061_MH0_225715_226202_0:0:0_0:0:0_9d0/2	0
chimera_1_A9831-10051_B14983-15061_MH0_22571_23099_0:0:0_0:0:0_bb/1	4
chimera_1_A9831-10051_B14983-15061_MH0_22571_23099_0:0:0_0:0:0_bb/2	4
chimera_1_A9831-10051_B14983-15061_MH0_225726_226194_0:0:0_0:0:0_1138/1	3
chimera_1_A9831-10051_B14983-15061_MH0_225726_226194_0:0:0_0:0:0_1138/2	3
chimera_1_A9831-10051_B14983-15061_MH0_22573_23043_0:0:0_0:0:0_1736/1	4
chimera_1_A9831-10051_B14983-15061_MH0_22573_23043_0:0:0_0:0:0_1736/2	4
chimera_1_A9831-10051_B14983-15061_MH0_22578_23095_0:0:0_0:0:0_1971/1	2
chimera_1_A9831-10051_B14983-15061_MH0_22578_23095_0:0:0_0:0:0_1971/2	2
chimera_1_A9831-10051_B14983-15061_MH0_225906_226433_0:0:0_0:0:0_382/1	3
chimera_1_A9831-10051_B14983-15061_MH0_225906_226433_0:0:0_0:0:0_382/2	3
chimera_1_A9831-10051_B14983-15061_MH0_225952_226453_0:0:0_0:0:0_3a4/1	1
chimera_1_A9831-10051_B14983-15061_MH0_225952_226453_0:0:0_0:0:0_3a4/2	1
chimera_1_A9831-10051_B14983-15061_MH0_22595_23130_0:0:0_0:0:0_640/1	1
chimera_1_A9831-10051_B14983-15061_MH0_22595_23130_0:0:0_0:0:0_640/2	1
chimera_1_A9831-10051_B14983-15061_MH0_225964_226469_0:0:0_0:0:0_1d51/1	4
chimera_1_A9831-10051_B14983-15061_MH0_225964_226469_0:0:0_0:0:0_1d51/2	4
chimera_1_A9831-10051_B14983-15061_MH0_225964_226483_0:0:0_0:0:0_1df6/1	1
chimera_1_A9831-10051_B14983-15061_MH0_225964_226483_0:0:0_0:0:0_1df6/2	1
chimera_1_A9831-10051_B14983-15061_MH0_226006_226485_0:0:0_0:0:0_ff/1	3
chimera_1_A9831-10051_B14983-15061_MH0_226006_226485_0:0:0_0:0:0_ff/2	3
chimera_1_A9831-10051_B14983-15061_MH0_226013_226483_0:0:0_0:0:0_18bb/1	2
chimera_1_A9831-10051_B14983-15061_MH0_226013_226483_0:0:0_0:0:0_18bb/2	2
chimera_1_A9831-10051_B14983-15061_MH0_226028_226468_0:0:0_0:0:0_1c22/1	4
chimera_1_A9831-10051_B14983-15061_MH0_226028_226468_0:0:0_0:0:0_1c22/2	4
chimera_1_A9831-10051_B14983-15061_MH0_22602_23097_0:0:0_0:0:0_42f/1	0
chimera_1_A9831-10051_B14983-15061_MH0_22602_23097_0:0:0_0:0:0_42f/2	0
chimera_1_A9831-10051_B14983-15061_MH0_226060_226545_0:0:0_0:0:0_850/1	4
chimera_1_A9831-10051_B14983-15061_MH0_226060_226545_0:0:0_0:0:0_850/2	4
chimera_1_A9831-10051_B14983-15061_MH0_22615_23085_0:0:0_0:0:0_23d7/1	3
chimera_1_A9831-10051_B14983-15061_MH0_22615_23085_0:0:0_0:0:0_23d7/2	3
chimera_1_A9831-10051_B14983-15061_MH0_226309_226793_0:0:0_0:0:0_be2/1	4
chimera_1_A9831-10051_B14983-15061_MH0_226309_226793_0:0:0_0:0:0_be2/2	4
chimera_1_A9831-10051_B14983-15061_MH0_226337_226771_0:0:0_0:0:0_155e/1	4
chimera_1_A9831-10051_B14983-15061_MH0_226337_226771_0:0:0_0:0:0_155e/2	4
chimera_1_A9831-10051_B14983-15061_MH0_226348_226805_0:0:0_0:0:0_ef9/1	1
chimera_1_A9831-10051_B14983-15061_MH0_226348_226805_0:0:0_0:0:0_ef9/2	1
chimera_1_A9831-10051_B14983-15061_MH0_226357_226877_0:0:0_0:0:0_f5d/1	4
chimera_1_A9831-10051_B14983-15061_MH0_226357_226877_0:0:0_0:0:0_f5d/2	4
chimera_1_A9831-10051_B14983-15061_MH0_226382_226866_0:0:0_0:0:0_1780/1	0
chimera_1_A9831-10051_B14983-15061_MH0_226382_226866_0:0:0_0:0:0_1780/2	0
chimera_1_A9831-10051_B14983-15061_MH0_226382_226872_0:0:0_0:0:0_68c/1	4
chimera_1_A9831-10051_B14983-15061_MH0_226382_226872_0:0:0_0:0:0_68c/2	4
chimera_1_A9831-10051_B14983-15061_MH0_226401_226876_0:0:0_0:0:0_1a08/1	3
chimera_1_A9831-10051_B14983-15061_MH0_226401_226876_0:0:0_0:0:0_1a08/2	3
