read_id	label	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc
NC_039553.1_8383_8866_11:0:0_8:0:0_477	0	150	13.000	NC_039553.1	8383	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	0	0.000
NC_039553.1_8017_8533_6:0:0_6:0:0_18ce	0	150	13.000	NC_039553.1	8384	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8386_8957_12:0:0_7:0:0_9e1	0	150	13.000	NC_039553.1	8386	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_8386_8919_9:0:0_8:0:0_222f	0	150	13.000	NC_039553.1	8386	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_8062_8535_6:0:0_8:0:0_22ba	0	150	13.000	NC_039553.1	8386	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8388_8823_13:0:0_7:0:0_c9c	0	150	13.000	NC_039553.1	8388	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_8002_8537_10:0:0_6:0:0_ce1	0	150	13.000	NC_039553.1	8388	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_8389_8931_12:0:0_8:0:0_13da	0	150	13.000	NC_039553.1	8389	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.914286	0.914286	0	0.000
NC_039553.1_8389_8893_6:0:0_6:0:0_2424	0	150	13.000	NC_039553.1	8389	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_8054_8538_8:0:0_6:0:0_a77	0	150	13.000	NC_039553.1	8389	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	0	0.000
NC_039553.1_8391_8961_9:0:0_13:0:0_1e6e	0	150	13.000	NC_039553.1	8391	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8391_8872_13:0:0_10:0:0_22b1	0	150	13.000	NC_039553.1	8391	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	0	0.000
NC_039553.1_7939_8541_8:0:0_4:0:0_1b7c	0	150	13.000	NC_039553.1	8392	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_7973_8541_4:0:0_4:0:0_25a8	0	150	13.000	NC_039553.1	8392	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972580	0.971429	0	0.000
NC_039553.1_7959_8542_5:0:0_5:0:0_12df	0	150	13.000	NC_039553.1	8393	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	0	0.000
NC_039553.1_8012_8539_9:0:0_9:0:0_1ac3	0	150	13.000	NC_039553.1	8393	-	60	3S147M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	3	0	3	75	0.985914	0.985714	0	0.000
NC_039553.1_8049_8542_2:0:0_5:0:0_1d7d	0	150	13.000	NC_039553.1	8393	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.972211	0.971429	0	0.000
NC_039553.1_8395_8929_9:0:0_3:0:0_1a5a	0	150	13.000	NC_039553.1	8395	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8395_8934_9:0:0_6:0:0_1f16	0	150	13.000	NC_039553.1	8395	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	3	0.333
NC_039553.1_8395_8884_6:0:0_4:0:0_2215	0	150	13.000	NC_039553.1	8395	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.944423	0.942857	3	0.333
NC_039553.1_8396_8873_6:0:0_4:0:0_19f6	0	150	13.000	NC_039553.1	8396	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_8053_8546_11:0:0_7:0:0_6e7	0	150	13.000	NC_039553.1	8397	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_8398_8902_10:0:0_7:0:0_20ee	0	150	13.000	NC_039553.1	8398	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	1	1.000
NC_039553.1_8398_8882_5:0:0_8:0:0_2404	0	150	13.000	NC_039553.1	8398	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_8024_8549_5:0:0_5:0:0_242c	0	150	13.000	NC_039553.1	8400	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8134_8550_8:0:0_15:0:0_1ff5	0	150	13.000	NC_039553.1	8401	-	50	140M10S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	10	10	75	0.971429	0.971429	0	0.000
NC_039553.1_8031_8551_11:0:0_8:0:0_7c3	0	150	13.000	NC_039553.1	8402	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_8406_8845_7:0:0_8:0:0_298	0	150	13.000	NC_039553.1	8406	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_8112_8555_10:0:0_4:0:0_186	0	150	13.000	NC_039553.1	8406	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_8003_8557_4:0:0_6:0:0_1278	0	150	13.000	NC_039553.1	8408	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_8126_8557_9:0:0_7:0:0_12b3	0	150	13.000	NC_039553.1	8411	-	60	3S147M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	3	0	3	75	1.000000	1.000000	0	0.000
NC_039553.1_8066_8560_3:0:0_5:0:0_140a	0	150	13.000	NC_039553.1	8411	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8413_8936_7:0:0_8:0:0_1f22	0	150	13.000	NC_039553.1	8413	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8416_8961_12:0:0_8:0:0_de1	0	150	13.000	NC_039553.1	8416	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	0.000
NC_039553.1_8416_8935_7:0:0_13:0:0_265a	0	150	13.000	NC_039553.1	8416	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	0.000
NC_039553.1_8418_9002_6:0:0_6:0:0_27e	0	150	13.000	NC_039553.1	8418	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8024_8568_4:0:0_8:0:0_ac0	0	150	13.000	NC_039553.1	8419	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8083_8569_8:0:0_7:0:0_1e9c	0	150	13.000	NC_039553.1	8420	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8422_8866_6:0:0_12:0:0_435	0	150	13.000	NC_039553.1	8422	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8414_8985_8:0:0_11:0:0_d16	0	150	13.000	NC_039553.1	8422	+	60	8S142M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	8	0	8	75	0.985714	0.985714	1	1.000
NC_039553.1_8009_8572_9:0:0_7:0:0_2403	0	150	13.000	NC_039553.1	8423	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_8424_8911_12:0:0_8:0:0_90	0	150	13.000	NC_039553.1	8424	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8424_8824_6:0:0_8:0:0_47b	0	150	13.000	NC_039553.1	8424	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8106_8573_6:0:0_8:0:0_153f	0	150	13.000	NC_039553.1	8424	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	1.000
NC_039553.1_8426_8940_3:0:0_8:0:0_13fd	0	150	13.000	NC_039553.1	8426	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_8426_8971_3:0:0_8:0:0_2477	0	150	13.000	NC_039553.1	8426	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8427_8829_9:0:0_6:0:0_8da	0	150	13.000	NC_039553.1	8427	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_8427_8967_7:0:0_11:0:0_1df0	0	150	13.000	NC_039553.1	8427	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_8240_8576_4:0:0_13:0:0_2225	0	150	13.000	NC_039553.1	8427	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986111	0.985714	0	0.000
NC_039553.1_8118_8578_9:0:0_7:0:0_a0e	0	150	13.000	NC_039553.1	8429	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8424_8858_10:0:0_5:0:0_1b2f	0	150	13.000	NC_039553.1	8430	+	60	6S144M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	6	0	6	75	1.000000	1.000000	2	1.000
NC_039553.1_8133_8581_8:0:0_6:0:0_1347	0	150	13.000	NC_039553.1	8432	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_8067_8582_8:0:0_8:0:0_13b4	0	150	13.000	NC_039553.1	8433	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958333	0.957143	0	0.000
NC_039553.1_8434_8944_7:0:0_7:0:0_13f9	0	150	13.000	NC_039553.1	8434	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8074_8583_10:0:0_10:0:0_cf1	0	150	13.000	NC_039553.1	8434	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	1.000
NC_039553.1_8053_8585_6:0:0_4:0:0_186d	0	150	13.000	NC_039553.1	8436	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	3	0.667
NC_039553.1_8437_8997_5:0:0_6:0:0_367	0	150	13.000	NC_039553.1	8437	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	3	0.667
NC_039553.1_8437_8921_3:0:0_13:0:0_1635	0	150	13.000	NC_039553.1	8437	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	3	0.667
NC_039553.1_8437_8975_7:0:0_9:0:0_18e8	0	150	13.000	NC_039553.1	8437	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	3	0.667
NC_039553.1_8437_8912_5:0:0_6:0:0_1cdd	0	150	13.000	NC_039553.1	8437	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8065_8586_6:0:0_10:0:0_1bc7	0	150	13.000	NC_039553.1	8437	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8439_8944_6:0:0_7:0:0_294	0	150	13.000	NC_039553.1	8439	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8440_8936_5:0:0_10:0:0_1522	0	150	13.000	NC_039553.1	8440	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8132_8589_8:0:0_7:0:0_7a0	0	150	13.000	NC_039553.1	8440	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_7992_8590_6:0:0_9:0:0_3ad	0	150	13.000	NC_039553.1	8441	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958317	0.957143	1	1.000
NC_039553.1_8038_8590_10:0:0_11:0:0_2601	0	150	13.000	NC_039553.1	8441	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	1	1.000
NC_039553.1_8442_8879_6:0:0_9:0:0_912	0	150	13.000	NC_039553.1	8442	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8442_8937_11:0:0_5:0:0_1837	0	150	13.000	NC_039553.1	8442	+	59	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_8443_8952_13:0:0_8:0:0_60b	0	150	13.000	NC_039553.1	8443	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8444_8924_9:0:0_9:0:0_2329	0	150	13.000	NC_039553.1	8444	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8445_8872_8:0:0_7:0:0_d08	0	150	13.000	NC_039553.1	8445	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	1	0.000
NC_039553.1_8445_8866_5:0:0_6:0:0_1bef	0	150	13.000	NC_039553.1	8445	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_8176_8597_7:0:0_5:0:0_2d6	0	150	13.000	NC_039553.1	8448	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8137_8594_10:0:0_6:0:0_af0	0	150	13.000	NC_039553.1	8448	-	60	3S147M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	3	0	3	75	0.944423	0.942857	1	0.000
NC_039553.1_8455_8877_5:0:0_9:0:0_2022	0	150	13.000	NC_039553.1	8455	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_8130_8605_6:0:0_6:0:0_d4a	0	150	13.000	NC_039553.1	8456	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_8067_8605_12:0:0_3:0:0_2055	0	150	13.000	NC_039553.1	8456	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8457_8898_9:0:0_5:0:0_1aee	0	150	13.000	NC_039553.1	8457	+	60	145M5S	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	5	5	75	0.986300	0.985714	0	0.000
NC_039553.1_8458_8977_9:0:0_8:0:0_216f	0	150	13.000	NC_039553.1	8458	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_8121_8608_5:0:0_6:0:0_10fc	0	150	13.000	NC_039553.1	8459	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8460_8896_6:0:0_5:0:0_159f	0	150	13.000	NC_039553.1	8460	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	1.000
NC_039553.1_8460_8925_6:0:0_13:0:0_1a2e	0	150	13.000	NC_039553.1	8460	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	1.000
NC_039553.1_8458_8998_9:0:0_8:0:0_21f	0	150	13.000	NC_039553.1	8461	+	60	3S147M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	3	0	3	75	0.985914	0.985714	0	0.000
NC_039553.1_8087_8588_7:0:0_13:0:0_1e66	0	150	13.000	NC_039553.1	8461	-	60	22S128M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	22	0	22	75	1.000000	1.000000	0	0.000
NC_039553.1_8143_8612_9:0:0_6:0:0_a60	0	150	13.000	NC_039553.1	8463	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_8251_8612_6:0:0_5:0:0_a64	0	150	13.000	NC_039553.1	8463	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_8183_8614_3:0:0_4:0:0_26bc	0	150	13.000	NC_039553.1	8465	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_8466_8929_6:0:0_12:0:0_16b6	0	150	13.000	NC_039553.1	8466	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	1	0.000
NC_039553.1_8165_8615_8:0:0_10:0:0_105	0	150	13.000	NC_039553.1	8466	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	1	0.000
NC_039553.1_8167_8615_7:0:0_8:0:0_979	0	150	13.000	NC_039553.1	8466	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	1	0.000
NC_039553.1_8467_8957_8:0:0_6:0:0_101e	0	150	13.000	NC_039553.1	8467	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986290	0.985714	0	0.000
NC_039553.1_8089_8618_7:0:0_8:0:0_4d3	0	150	13.000	NC_039553.1	8469	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.928571	0.928571	0	0.000
NC_039553.1_8470_8991_11:0:0_9:0:0_6e4	0	150	13.000	NC_039553.1	8470	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	0	0.000
NC_039553.1_8470_8968_12:0:0_7:0:0_a25	0	150	13.000	NC_039553.1	8470	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.986106	0.985714	0	0.000
NC_039553.1_8076_8619_5:0:0_7:0:0_632	0	150	13.000	NC_039553.1	8470	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_8473_8965_5:0:0_7:0:0_17c0	0	150	13.000	NC_039553.1	8473	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	0	0.000
NC_039553.1_8100_8622_14:0:0_5:0:0_355	0	150	13.000	NC_039553.1	8473	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.929570	0.928571	0	0.000
NC_039553.1_8176_8624_7:0:0_8:0:0_172c	0	150	13.000	NC_039553.1	8475	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.958317	0.957143	0	0.000
NC_039553.1_8478_9008_5:0:0_6:0:0_bd9	0	150	13.000	NC_039553.1	8478	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	1	0.000
NC_039553.1_8105_8627_7:0:0_6:0:0_e72	0	150	13.000	NC_039553.1	8478	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.930529	0.928571	1	0.000
NC_039553.1_8129_8628_7:0:0_10:0:0_1986	0	150	13.000	NC_039553.1	8479	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.942857	0.942857	3	0.000
NC_039553.1_8128_8629_6:0:0_6:0:0_172	0	150	13.000	NC_039553.1	8480	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	3	0.000
NC_039553.1_8170_8629_6:0:0_6:0:0_1af1	0	150	13.000	NC_039553.1	8480	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.942857	3	0.000
NC_039553.1_8153_8629_6:0:0_9:0:0_21a1	0	150	13.000	NC_039553.1	8480	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_8481_8984_4:0:0_8:0:0_ce2	0	150	13.000	NC_039553.1	8481	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	3	0.000
NC_039553.1_8482_9019_6:0:0_10:0:0_8ca	0	150	13.000	NC_039553.1	8482	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957742	0.957143	0	0.000
NC_039553.1_8484_9077_8:0:0_3:0:0_d56	0	150	13.000	NC_039553.1	8484	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	0	0.000
NC_039553.1_8485_8975_4:0:0_6:0:0_7be	0	150	13.000	NC_039553.1	8485	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_8200_8636_7:0:0_9:0:0_2eb	0	150	13.000	NC_039553.1	8487	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	1	0.000
NC_039553.1_8490_8953_6:0:0_12:0:0_1f1	0	150	13.000	NC_039553.1	8490	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.943656	0.951751	1	1.000
NC_039553.1_8491_8940_10:0:0_8:0:0_5ec	0	150	13.000	NC_039553.1	8491	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8492_9095_4:0:0_6:0:0_1ac7	0	150	13.000	NC_039553.1	8492	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8090_8641_7:0:0_8:0:0_b26	0	150	13.000	NC_039553.1	8492	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_8085_8641_9:0:0_7:0:0_d78	0	150	13.000	NC_039553.1	8492	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	1	0.000
NC_039553.1_8493_8949_10:0:0_11:0:0_304	0	150	13.000	NC_039553.1	8493	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985714	0.985714	0	0.000
NC_039553.1_8123_8642_4:0:0_6:0:0_2217	0	150	13.000	NC_039553.1	8493	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971828	0.971429	0	0.000
NC_039553.1_8497_8970_6:0:0_10:0:0_1627	0	150	13.000	NC_039553.1	8497	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.957143	0.957143	0	0.000
NC_039553.1_8497_9059_5:0:0_11:0:0_1fba	0	150	13.000	NC_039553.1	8497	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_8216_8646_8:0:0_10:0:0_617	0	150	13.000	NC_039553.1	8497	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8182_8646_11:0:0_6:0:0_1085	0	150	13.000	NC_039553.1	8497	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	1.000000	1.000000	0	0.000
NC_039553.1_8086_8647_7:0:0_5:0:0_1112	0	150	13.000	NC_039553.1	8498	-	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.971429	0.971429	1	0.000
NC_039553.1_8499_8955_11:0:0_8:0:0_24c5	0	150	13.000	NC_039553.1	8499	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
NC_039553.1_8500_8978_7:0:0_12:0:0_698	0	150	13.000	NC_039553.1	8500	+	60	150M	0	0	1	0	0	0	0.000	0	0	0	0.000	0	0.000	0	0	0	75	0.985914	0.985714	0	0.000
